SUMMARY OF GPS VELOCITIES

This file gives the GPS velocities used and the fits for the model in which permanent strain rates are
allowed in 8 of the blocks.
  
* in first column indicates velocity not used in solution
SITE = Site code
SRCE = Velocity source code (see Table 1)
BLCK = Block code (see Table 3) 
POLE = Pole this site constrains
Longit. = Longitude of site
Latit. = Latitude of site
Ve = East velocity from original source
Vn = North velocity from original source
Se = East velocity sigma from original source
Sn = North velocity sigma from original source
Sne = North-East correlation from original source
Enet = East reference frame adjustment 
Nnet = North reference frame adjustment 
Eref = East velocity in NOAM reference frame
Nref = North velocity in NOAM reference frame
Eela = East velocity from elastic strain
Nela = North velocity from elastic strain
Erot = East velocity from block rotation
Nrot = North velocity from block rotation
Estr = East velocity from permanent strain rate
Nstr = North velocity from permanent strain rate
Eres = East residual velocity
Nres = North residual velocity
Vres = Total residual velocity
Vsig = Velocity uncertainty in direction of Vres
R/S = Vres / Vsig

 SITE     SRCE BLCK POLE  Longit.   Latit.     Ve     Vn     Se     Sn    Sne    Enet   Nnet   Eref   Nref   Eela   Nela   Erot   Nrot   Estr   Nstr   Eres   Nres   Vres   Vsig    R/S
 ENG1     ITRF NOAM PO01  270.058   29.879  -14.7   -3.5    1.3    1.3  0.0012  -12.2   -2.7   -2.5   -0.8    0.0    0.0    0.0    0.0    0.0    0.0   -2.5   -0.8    2.7    1.3    2.0
 EOUT     WUSC EBNR PO13  248.071   41.253    1.8    0.8    3.4    2.8  0.1227    0.6   -0.1    1.2    0.8    1.4   -0.2   -3.8    1.6    0.0    0.0    3.5   -0.5    3.6    3.4    1.1
 ERLA     ITRF NOAM PO01  275.394   39.023  -14.2    0.0    2.3    2.8  0.1249  -15.0   -0.7    0.8    0.7    0.0    0.0    0.0    0.0    0.0    0.0    0.8    0.7    1.0    2.7    0.4
 EVE__EDM CMM3 SALT PO12  243.440   33.649  -15.7   19.5    1.0    1.0  0.0750    0.3   -0.1  -16.1   19.5   -1.1   -2.0  -16.3   22.2    0.7    0.0    0.5   -0.6    0.8    1.0    0.9
 EWPP     WUSC ANZA PO23  242.474   34.104  -22.6   25.6    2.3    2.4  0.0414    0.7   -0.1  -23.3   25.6    4.8   -7.3  -26.3   30.8   -0.2   -1.3   -1.6    3.4    3.8    2.3    1.6
*EXTR     WUSC SALT PO12  244.138   33.179  -16.6   13.6    2.7    2.6  0.0534    0.7   -0.1  -17.3   13.6   -1.4   -2.9  -16.3   22.1    3.3   -2.3   -2.9   -3.2    4.4    2.7    1.6
 EXTR_GPS CMM3 SALT PO12  244.138   33.179  -14.9   14.1    1.6    1.5  0.0040    0.3   -0.1  -15.3   14.2   -1.3   -2.9  -16.3   22.1    3.3   -2.3   -0.9   -2.7    2.9    1.5    1.9
 F113_GPS CMM3 VENT PO19  241.077   34.278  -30.5   30.7    1.9    1.8  0.0860    0.3    0.0  -30.8   30.8    1.2   -2.1  -29.7   31.3    0.4   -1.0   -2.8    2.5    3.7    1.8    2.1
 F1ZZ_QLT TH01 EBNR PO13  246.415   39.549   -2.1    1.4    0.9    0.6 -0.0200    0.0    0.3   -2.1    1.1    0.2    0.1   -3.4    1.2    0.0    0.0    1.1   -0.2    1.2    0.9    1.3
 F21Z_QLT TH01 EBNR PO13  246.470   39.087   -4.6    2.1    1.8    1.1 -0.0600    0.1    0.3   -4.7    1.8    0.1    0.1   -3.3    1.2    0.0    0.0   -1.5    0.4    1.6    1.7    0.9
 F22Z_QLT TH01 EBNR PO13  246.615   39.024   -4.2    2.6    1.7    1.1 -0.1000    0.1    0.4   -4.2    2.3    0.2    0.1   -3.3    1.3    0.0    0.0   -1.2    0.9    1.5    1.6    1.0
 F23X     MC01 EBNR PO13  243.138   36.858   -1.9    2.1    0.9    0.9  0.0580    1.8   -0.8   -3.7    2.9   -0.6    1.1   -2.7    0.5    0.0    0.0   -0.4    1.3    1.4    0.9    1.5
 F23X_GPS CMM3 EBNR PO13  243.138   36.858   -3.4    3.1    1.1    1.2 -0.0050    0.3   -0.1   -3.7    3.1   -0.6    1.1   -2.7    0.5    0.0    0.0   -0.4    1.6    1.6    1.2    1.3
 F23Z_QLT TH01 EBNR PO13  246.776   39.254   -3.6    2.2    1.4    0.9 -0.1000    0.1    0.4   -3.7    1.8    0.2    0.1   -3.3    1.3    0.0    0.0   -0.6    0.5    0.7    1.3    0.6
 F25Z_QLT TH01 EBNR PO13  246.954   39.283   -4.0    1.8    1.2    0.8 -0.1000    0.1    0.4   -4.1    1.4    0.2    0.0   -3.3    1.3    0.0    0.0   -1.0    0.0    1.0    1.2    0.8
 F27Z_QLT TH01 EBNR PO13  247.163   39.317   -4.3    3.3    1.6    1.0 -0.0900    0.1    0.4   -4.3    2.9    0.3    0.0   -3.3    1.4    0.0    0.0   -1.3    1.5    2.0    1.4    1.4
 F28Z_QLT TH01 EBNR PO13  247.454   39.367   -4.5    1.2    1.6    1.1 -0.0500    0.0    0.4   -4.6    0.8    0.4    0.0   -3.3    1.5    0.0    0.0   -1.7   -0.7    1.8    1.5    1.2
 F2ZZ_QLT TH01 EBNR PO13  246.370   39.082   -4.5    2.0    1.0    0.7 -0.1000    0.1    0.3   -4.5    1.6    0.1    0.1   -3.3    1.2    0.0    0.0   -1.4    0.3    1.4    1.0    1.4
 F3ZZ_QLT TH01 EBNR PO13  246.333   38.795   -3.5    1.4    0.8    0.6  0.0000    0.1    0.3   -3.6    1.1    0.1    0.1   -3.2    1.2    0.0    0.0   -0.5   -0.2    0.5    0.8    0.7
 F726     WUSC SMOJ PO01  244.001   33.974   -2.4    3.6    1.3    1.3 -0.0119    0.7   -0.1   -3.1    3.7   -3.1    4.3    0.0    0.0    0.0    0.0    0.0   -0.6    0.6    1.3    0.5
 F726_GPS CMM3 SMOJ PO01  244.001   33.974   -4.0    4.0    1.6    1.7  0.0330    0.3   -0.1   -4.4    4.1   -3.1    4.3    0.0    0.0    0.0    0.0   -1.3   -0.3    1.3    1.6    0.8
*FAIA     WUSC NOAM PO01  212.488   64.972    1.7   -3.1    0.8    0.8 -0.0113    0.4   -0.1    1.3   -3.0    0.0    0.0    0.0    0.0    0.0    0.0    1.3   -3.0    3.3    0.8    4.1
*FAIR     ITRF NOAM PO01  212.501   64.978   -8.8  -22.6    0.5    0.5 -0.0370   -9.2  -19.8    0.4   -2.8    0.0    0.0    0.0    0.0    0.0    0.0    0.4   -2.8    2.8    0.5    5.6
*FAIR     WUSC NOAM PO01  212.501   64.978    3.0   -2.0    0.8    0.8 -0.0423    0.4   -0.1    2.6   -1.9    0.0    0.0    0.0    0.0    0.0    0.0    2.6   -1.9    3.2    0.8    3.9
 FALE     BEAV PACI PO02  188.000  -13.832  -64.2   32.2    0.7    0.7  0.0000   -1.9  -21.4  -62.3   53.6    0.0    0.0  -61.7   53.8    0.0    0.0   -0.6   -0.3    0.6    0.7    0.9
 FARB     BARD PACI PO02  236.999   37.697  -24.9   38.8    0.6    0.6  0.0010    2.3    0.4  -27.1   38.4    1.8   -1.8  -28.9   39.7    0.0    0.0   -0.1    0.5    0.5    0.6    0.8
 FARB     BEAV PACI PO02  237.000   37.697  -41.3   25.1    0.6    0.5  0.0000  -12.0  -13.3  -29.3   38.4    1.8   -1.8  -28.9   39.7    0.0    0.0   -2.2    0.5    2.2    0.6    3.8
 FARB     JF99 PACI PO02  236.999   37.697   -6.2   -2.4    2.8    2.1  0.0180   21.9  -42.3  -28.1   39.9    1.8   -1.8  -28.9   39.7    0.0    0.0   -1.0    2.0    2.2    2.3    1.0
*FARB     WUSC PACI PO02  236.999   37.697  -30.3   40.5    0.8    0.8 -0.1573    0.7   -0.1  -30.9   40.5    1.8   -1.8  -28.9   39.7    0.0    0.0   -3.8    2.6    4.6    0.9    5.4
 FATL_GPS CMM3 ANZA PO23  242.839   33.964  -21.6   23.1    2.0    1.4 -0.0150    0.3   -0.1  -22.0   23.2    5.7   -6.6  -26.4   30.6    0.0   -0.9   -1.3    0.1    1.4    2.0    0.7
 FD-V     WUSC NOAM PO01  256.055   30.635    0.1    1.2    0.8    0.8 -0.1387    0.7    0.0   -0.7    1.3    0.0    0.0    0.0    0.0    0.0    0.0   -0.7    1.3    1.4    0.8    1.7
 FERN     RB03 NOAM PO01  247.545   35.342   -1.5    1.3    1.0    0.8  0.1309    0.2   -0.3   -1.7    1.6   -0.5    0.3    0.0    0.0    0.0    0.0   -1.2    1.3    1.8    0.8    2.1
*FERN     WUSC NOAM PO01  247.545   35.342   -4.9   -1.5    3.7    3.0  0.1252    0.7   -0.1   -5.6   -1.4   -0.5    0.3    0.0    0.0    0.0    0.0   -5.0   -1.7    5.3    3.8    1.4
 FHFF_GPS CMM3 SGAB PO10  241.390   34.515  -26.3   20.3    1.2    1.2 -0.0350    0.3    0.0  -26.6   20.3    3.6   -4.8  -29.0   26.9   -0.2   -0.1   -1.0   -1.6    1.9    1.2    1.6
 FIBR     WUSC SNEV PO04  240.606   35.398  -11.5   12.4    2.1    1.8  0.0256    0.7   -0.1  -12.2   12.5   -2.8    5.5  -11.9    7.6    0.0    0.0    2.5   -0.6    2.6    2.1    1.2
 FIBR_GPS CMM3 SNEV PO04  240.606   35.398  -13.3   12.7    0.9    0.9 -0.0500    0.3    0.0  -13.7   12.7   -2.8    5.5  -11.9    7.6    0.0    0.0    1.0   -0.4    1.1    0.9    1.2
 FIER_EDM CMM3 ANZA PO23  244.440   32.454  -22.5   29.3    1.3    1.2  0.2510    0.3   -0.1  -22.8   29.3    4.6   -4.1  -27.6   29.5    0.3    1.8   -0.1    2.2    2.2    1.2    1.8
 FIFT_GPS CMM3 WBAJ PO18  242.091   33.748  -26.2   29.5    1.1    1.2 -0.0560    0.3   -0.1  -26.5   29.6    1.7   -2.4  -28.5   30.6    0.0    0.0    0.2    1.3    1.3    1.2    1.1
 FILO     DXB2 WBAJ PO18  243.560   31.720  -30.0   30.3    1.8    1.2  0.0000    0.0   -0.4  -30.0   30.8    1.1    2.2  -31.4   29.0    0.0    0.0    0.3   -0.5    0.6    1.4    0.4
 FIPK_EDM CMM3 ANZA PO23  244.019   32.982  -23.8   26.0    1.0    1.0  0.0170    0.3   -0.1  -24.2   26.0    3.4   -5.6  -27.1   29.8    0.3    0.9   -0.7    1.0    1.2    1.0    1.2
 FIRE     JF99 ECCR PO15  236.833   39.210    5.6  -21.3    2.8    2.2  0.0551   24.3  -42.1  -18.6   20.8   -2.1    2.4  -11.7   16.2    0.0    0.0   -4.8    2.2    5.3    2.7    2.0
 FISH     MC01 EBNR PO13  241.954   37.737   -2.7    3.8    0.6    0.6 -0.0290    1.7   -0.9   -4.4    4.8   -2.1    2.6   -3.0    0.2    0.0    0.0    0.6    2.0    2.1    0.5    3.8
 FL33_EDM CMM3 VENT PO19  241.803   34.164  -23.3   22.2    3.7    1.8  0.6700    0.3    0.0  -23.6   22.2    1.9   -3.2  -29.7   30.6    1.5   -2.4    2.7   -2.7    3.8    2.0    1.9
 FLAG     WUSC NOAM PO01  248.365   35.215   -0.7    0.5    1.8    2.5 -0.0458    0.7    0.0   -1.4    0.5   -0.4    0.2    0.0    0.0    0.0    0.0   -0.9    0.3    1.0    1.9    0.5
 FLAT     RB03 INYO PO24  242.439   36.519   -4.7    3.6    1.3    1.5 -0.0962    0.2   -0.3   -4.9    4.0   -0.8    0.7   -5.3    4.2    0.0    0.0    1.2   -0.9    1.5    1.4    1.1
 FLAT     WUSC INYO PO24  242.439   36.519   -5.2    3.7    1.5    1.7 -0.0943    0.7   -0.1   -5.8    3.7   -0.8    0.7   -5.3    4.2    0.0    0.0    0.3   -1.2    1.2    1.7    0.7
 FLAT_EDM CMM3 SALI PO16  239.526   35.864  -24.6   30.2    1.0    1.1  0.0150    0.3    0.0  -24.9   30.2    6.4   -4.1  -30.5   34.0    0.4    0.3   -1.2    0.0    1.2    1.0    1.2
 FLIN     ITRF NOAM PO01  258.022   54.725  -17.1   -8.8    0.5    0.6 -0.3810  -17.8   -7.2    0.7   -1.6    0.0    0.0    0.0    0.0    0.0    0.0    0.7   -1.6    1.8    0.7    2.7
 FLIN     RB03 NOAM PO01  258.022   54.726   -1.1    0.0    0.5    0.5 -0.0368   -0.1   -0.2   -0.9    0.2    0.0    0.0    0.0    0.0    0.0    0.0   -0.9    0.2    1.0    0.5    1.9
*FLIN     WUSC NOAM PO01  258.022   54.726   -1.0   -1.3    1.0    0.8 -0.0214    0.4    0.0   -1.5   -1.2    0.0    0.0    0.0    0.0    0.0    0.0   -1.5   -1.2    1.9    0.9    2.1
 FLOO_GPS CMM3 WBAJ PO18  241.957   33.774  -26.7   29.1    0.9    1.0 -0.0540    0.3   -0.1  -27.0   29.1    1.5   -2.2  -28.5   30.8    0.0    0.0   -0.1    0.5    0.5    1.0    0.5
 FOOT     RB03 EBNR PO13  246.195   39.369   -3.2    0.5    0.5    0.5  0.0220    0.1   -0.3   -3.4    0.8    0.1    0.1   -3.3    1.2    0.0    0.0   -0.1   -0.4    0.5    0.5    0.9
 FOOT     WUSC EBNR PO13  246.195   39.369   -3.2    0.9    0.8    0.8 -0.0693    0.6   -0.1   -3.8    0.9    0.1    0.1   -3.3    1.2    0.0    0.0   -0.6   -0.3    0.7    0.8    0.9
 FOR2     MC01 SNEV PO04  242.116   36.062   -5.9    7.0    0.6    0.7  0.0110    2.0   -0.9   -8.0    7.9    2.2    1.2  -11.3    6.9    0.0    0.0    1.2   -0.1    1.2    0.6    2.0
 FORD     WUSC NOAM PO01  245.011   33.609    0.5   -1.6    2.8    2.5  0.0527    0.7   -0.1   -0.2   -1.5   -1.8    1.0    0.0    0.0    0.0    0.0    1.6   -2.4    2.9    2.5    1.2
 FORD_GPS CMM3 NOAM PO01  245.011   33.609   -1.3    0.6    1.8    1.7  0.0160    0.3   -0.1   -1.6    0.7   -1.8    1.0    0.0    0.0    0.0    0.0    0.2   -0.3    0.3    1.7    0.2
 FORK_GPS CMM3 SNEV PO04  242.116   36.062   -6.9    8.0    0.9    1.0 -0.0500    0.3   -0.1   -7.2    8.0    2.2    1.2  -11.3    6.9    0.0    0.0    1.9    0.0    1.9    1.0    2.0
 FORT     WUSC SALI PO16  238.227   36.670  -28.0   35.6    1.7    2.0 -0.1578    0.7   -0.1  -28.7   35.6    0.8    0.1  -29.2   36.0   -2.5    2.5    2.2   -3.0    3.7    2.1    1.8
 FRED     RB03 EBNR PO13  247.501   36.988   -1.9   -0.5    1.0    0.8  0.1298    0.2   -0.3   -2.0   -0.2    1.3   -0.6   -2.7    1.5    0.0    0.0   -0.6   -1.0    1.2    0.9    1.3
*FRED     WUSC EBNR PO13  247.501   36.988    0.8   -1.6    4.6    3.7  0.1236    0.7   -0.1    0.1   -1.5    1.3   -0.6   -2.7    1.5    0.0    0.0    1.5   -2.4    2.8    3.8    0.8
 FRIN     WUSC SMOJ PO01  244.353   33.360   -3.0    3.2    1.2    1.2  0.0080    0.7   -0.1   -3.7    3.2   -6.4    5.9    0.0    0.0    0.0    0.0    2.8   -2.7    3.8    1.2    3.2
 FRMT_EDM CMM3 MOJA PO11  241.593   34.749  -15.0   18.9    0.9    1.0 -0.0330    0.3    0.0  -15.3   18.9   -6.8    7.6   -9.9   11.5    0.4   -0.9    1.0    0.7    1.2    0.9    1.3
 FRMT_GPS CMM3 MOJA PO11  241.593   34.749  -14.8   18.4    1.0    1.1 -0.0320    0.3    0.0  -15.2   18.4   -6.8    7.6   -9.9   11.5    0.4   -0.9    1.1    0.2    1.2    1.0    1.1
 FRZI_EDM CMM3 VENT PO19  241.031   34.775  -23.4   20.1    1.0    1.3  0.1610    0.3    0.0  -23.7   20.1    7.5   -8.3  -29.0   31.4   -1.4   -3.8   -0.9    0.8    1.2    1.0    1.1
 FUNE     MC01 EBNR PO13  243.525   36.397   -1.3    0.1    0.5    0.5 -0.0010    1.9   -0.7   -3.2    0.8   -0.7    1.0   -2.6    0.6    0.0    0.0    0.1   -0.7    0.7    0.5    1.6
 FUNE_GPS CMM3 EBNR PO13  243.525   36.397   -3.1    1.1    0.8    0.9 -0.0440    0.3   -0.1   -3.5    1.1   -0.7    1.0   -2.6    0.6    0.0    0.0   -0.2   -0.4    0.5    0.9    0.6
 FVPK_GPS CMM3 WBAJ PO18  242.064   33.662  -25.1   30.8    1.0    1.0 -0.0470    0.3   -0.1  -25.4   30.9    1.4   -1.7  -28.6   30.7    0.0    0.0    1.8    1.9    2.6    1.0    2.7
*FXHS_GPS CMM3 VENT PO19  241.641   34.081  -29.8   24.1    1.1    1.1 -0.0360    0.3    0.0  -30.1   24.1    0.9   -1.0  -29.9   30.8    1.7   -1.5   -2.9   -4.2    5.0    1.1    4.6
 FZHS_GPS CMM3 SGAB PO10  241.107   34.800  -20.5   19.5    1.0    1.0 -0.0400    0.3    0.0  -20.8   19.6    7.5   -8.9  -28.6   27.2    0.3    1.7    0.0   -0.5    0.5    1.0    0.5
 G109_GPS CMM3 SALT PO12  243.366   33.557  -19.7   24.5    1.1    1.1 -0.0550    0.3   -0.1  -20.1   24.6   -3.6    0.2  -16.3   22.2    1.1    0.4   -1.3    1.8    2.3    1.1    2.1
 G114_GPS CMM3 SALT PO12  243.387   33.550  -18.3   23.3    1.0    1.1 -0.0590    0.3   -0.1  -18.7   23.3   -3.3   -0.1  -16.3   22.2    1.2    0.3   -0.2    0.9    0.9    1.1    0.8
 G120_GPS CMM3 SALT PO12  243.397   33.565  -18.9   23.1    1.2    1.2 -0.0380    0.3   -0.1  -19.3   23.2   -2.9   -0.4  -16.3   22.2    1.1    0.3   -1.2    1.2    1.7    1.2    1.4
 G123_GPS CMM3 SALT PO12  243.413   33.567  -18.6   23.3    1.2    1.2 -0.0140    0.3   -0.1  -18.9   23.4   -2.6   -0.6  -16.3   22.2    1.1    0.2   -1.1    1.6    2.0    1.2    1.6
 G124_GPS CMM3 SALT PO12  243.417   33.565  -19.3   22.1    1.2    1.2 -0.0240    0.3   -0.1  -19.7   22.1   -2.6   -0.7  -16.3   22.2    1.1    0.2   -1.9    0.4    1.9    1.2    1.6
 G125_GPS CMM3 SALT PO12  243.421   33.564  -19.2   21.8    1.2    1.3  0.0000    0.3   -0.1  -19.6   21.9   -2.6   -0.7  -16.3   22.2    1.1    0.2   -1.8    0.2    1.8    1.2    1.5
 G128_GPS CMM3 SALT PO12  243.442   33.562  -16.3   22.3    1.2    1.3 -0.0170    0.3   -0.1  -16.6   22.3   -2.4   -0.9  -16.3   22.2    1.2    0.1    0.9    0.9    1.3    1.3    1.0
 G134_GPS CMM3 SALT PO12  243.479   33.570  -17.2   23.0    1.1    1.2 -0.0220    0.3   -0.1  -17.6   23.0   -1.9   -1.4  -16.3   22.2    1.1   -0.1   -0.5    2.3    2.4    1.2    2.0
 G165     MC01 PANA PO25  242.788   36.543   -2.6    2.6    0.9    1.0  0.0870    1.9   -0.8   -4.5    3.5   -0.9    0.7   -3.6    2.8    0.0    0.0    0.0   -0.1    0.1    0.9    0.1
 G165_GPS CMM3 PANA PO25  242.788   36.542   -4.4    3.2    1.2    1.3  0.0230    0.3   -0.1   -4.7    3.2   -0.9    0.7   -3.6    2.8    0.0    0.0   -0.2   -0.3    0.4    1.3    0.3
 G1ZZ_QLT TH01 EBNR PO13  247.852   39.601   -3.2    1.7    1.0    0.7 -0.0500    0.0    0.5   -3.2    1.3    0.7   -0.1   -3.4    1.5    0.0    0.0   -0.6   -0.1    0.6    0.9    0.6
 G21Z_QLT TH01 EBNR PO13  247.902   39.241   -3.6   -0.1    1.2    0.9 -0.1000    0.1    0.5   -3.7   -0.6    0.8   -0.2   -3.3    1.6    0.0    0.0   -1.2   -2.0    2.3    1.0    2.4
 G22Z_QLT TH01 EBNR PO13  247.958   39.079   -1.6    1.5    1.7    1.2  0.0400    0.1    0.5   -1.7    1.0    0.9   -0.2   -3.2    1.6    0.0    0.0    0.6   -0.3    0.7    1.6    0.4
 G23Z_QLT TH01 EBNR PO13  248.085   38.962   -3.6    2.1    1.2    0.9 -0.0900    0.1    0.5   -3.7    1.6    1.2   -0.4   -3.2    1.6    0.0    0.0   -1.7    0.4    1.8    1.2    1.5
*G25Z_QLT TH01 EBNR PO13  248.262   38.905   -8.8    3.7    1.2    0.9 -0.0800    0.1    0.5   -8.9    3.2    1.5   -0.7   -3.2    1.6    0.0    0.0   -7.2    2.2    7.5    1.2    6.5
 G27Z_QLT TH01 EBNR PO13  248.463   38.839   -2.8    2.5    1.6    1.1  0.0400    0.1    0.5   -2.9    2.0    1.6   -1.0   -3.2    1.7    0.0    0.0   -1.3    1.3    1.9    1.3    1.4
 G28Z_QLT TH01 NOAM PO01  248.619   38.755   -3.2    1.1    1.5    1.1 -0.1700    0.1    0.5   -3.4    0.5   -1.2    0.5    0.0    0.0    0.0    0.0   -2.2    0.0    2.2    1.5    1.4
 G29Z_QLT TH01 NOAM PO01  248.794   38.808   -3.1    1.6    1.7    1.2  0.0600    0.1    0.6   -3.3    1.0   -0.9    0.3    0.0    0.0    0.0    0.0   -2.3    0.7    2.4    1.6    1.5
 G2ZZ_QLT TH01 EBNR PO13  247.758   39.140   -3.8    1.4    1.0    0.7 -0.0400    0.1    0.5   -3.8    1.0    0.7   -0.1   -3.3    1.5    0.0    0.0   -1.2   -0.4    1.3    0.9    1.4
 G3ZZ_QLT TH01 EBNR PO13  247.406   38.603   -3.5    0.3    1.2    0.7  0.0600    0.1    0.4   -3.7   -0.1    0.4   -0.1   -3.1    1.4    0.0    0.0   -1.0   -1.5    1.8    0.9    1.9
 GABB     RB03 EBNR PO13  242.084   38.970   -3.4    1.4    0.9    0.8  0.0897    0.2   -0.3   -3.6    1.7   -1.0    1.4   -3.3    0.2    0.0    0.0    0.7    0.1    0.7    0.9    0.8
*GABB     WUSC EBNR PO13  242.084   38.970   -2.4    1.7    1.9    1.8  0.0320    0.6   -0.1   -3.0    1.7   -1.0    1.4   -3.3    0.2    0.0    0.0    1.3    0.1    1.3    1.9    0.7
 GAL1     ITRF NOAM PO01  265.263   29.330  -13.6   -5.0    1.3    1.3 -0.0943  -11.9   -4.5   -1.7   -0.5    0.0    0.0    0.0    0.0    0.0    0.0   -1.7   -0.5    1.8    1.3    1.4
 GAND_EDM CMM3 SALT PO12  242.886   33.956  -20.2   21.4    1.2    1.3 -0.1220    0.3   -0.1  -20.5   21.4   -2.1   -2.0  -16.3   22.3   -1.0    1.9   -1.2   -0.8    1.4    1.2    1.2
 GAPP_GLA CMM3 SMOJ PO01  243.829   33.749   -8.0   10.0    1.0    1.0 -0.0470    0.3   -0.1   -8.3   10.0   -8.3    9.7    0.0    0.0    0.0    0.0    0.0    0.3    0.3    1.0    0.3
 GARL     BARD WEBR PO20  240.645   40.417   -3.5    3.8    0.7    0.7  0.0010    2.8   -0.3   -6.3    4.1    0.2    0.1   -5.8    5.1   -0.6   -1.0    0.0   -0.1    0.1    0.7    0.2
 GARL     RB03 WEBR PO20  240.645   40.417   -5.7    3.2    0.5    0.5 -0.0011    0.2   -0.4   -5.9    3.5    0.2    0.1   -5.8    5.1   -0.6   -1.0    0.4   -0.7    0.8    0.5    1.5
 GARL     WUSC WEBR PO20  240.645   40.417   -5.9    3.8    0.8    0.8 -0.1440    0.6   -0.1   -6.5    3.8    0.2    0.1   -5.8    5.1   -0.6   -1.0   -0.3   -0.4    0.5    0.7    0.6
*GAST_EDM CMM3 GVTB PO03  239.522   36.001   -9.5   22.8    1.2    1.1  0.1460    0.3    0.0   -9.9   22.9   -1.1    7.4  -11.2   10.3    0.9    0.0    1.5    5.1    5.3    1.1    4.7
 GAVI     WUSC VENT PO19  239.801   34.502  -29.8   33.6    3.2    2.5  0.0934    0.7   -0.1  -30.5   33.6    0.5   -1.2  -29.8   32.6   -1.6    1.5    0.4    0.7    0.8    2.7    0.3
 GAVI_GPS CMM3 VENT PO19  239.801   34.502  -29.5   32.8    1.0    1.0 -0.0310    0.3    0.0  -29.8   32.9    0.5   -1.2  -29.8   32.6   -1.6    1.5    1.0    0.0    1.0    1.0    1.0
 GDAC     ITRF NOAM PO01  257.820   37.775  -15.2   -4.7    1.8    1.8 -0.2125  -13.9   -7.2   -1.3    2.5    0.0    0.0    0.0    0.0    0.0    0.0   -1.3    2.5    2.9    1.9    1.5
 GDAC     RB03 NOAM PO01  257.820   37.775    0.3    0.5    0.5    0.5  0.0448    0.1   -0.2    0.2    0.7    0.0    0.0    0.0    0.0    0.0    0.0    0.2    0.7    0.7    0.5    1.4
 GDAC     WUSC NOAM PO01  257.820   37.775    0.9    0.4    0.8    0.8 -0.0029    0.7    0.0    0.2    0.4    0.0    0.0    0.0    0.0    0.0    0.0    0.2    0.4    0.5    0.8    0.6
 GFLD     DXSN EBNR PO13  242.640   37.820    0.0    2.0    2.7    1.6  0.0000    0.6    0.4   -0.6    1.6   -0.7    1.1   -3.0    0.3    0.0    0.0    3.1    0.2    3.1    2.7    1.1
 GFLD     MC01 EBNR PO13  242.641   37.823   -2.0    1.6    0.8    0.8  0.0160    1.7   -0.9   -3.6    2.4   -0.7    1.1   -3.0    0.3    0.0    0.0    0.0    1.0    1.0    0.8    1.2
 GHRP_GPS CMM3 SALT PO12  242.602   34.204  -23.3   18.3    1.1    1.1 -0.0320    0.3   -0.1  -23.6   18.3   -4.1   -5.4  -16.3   22.3   -2.3    2.7   -1.0   -1.3    1.6    1.1    1.5
 GLEN_GPS CMM3 VENT PO19  241.717   34.161  -27.1   26.1    1.2    1.2 -0.0150    0.3    0.0  -27.4   26.1    1.8   -2.4  -29.7   30.7    1.4   -2.2   -1.0    0.0    1.0    1.2    0.8
 GLO__EDM CMM3 SNEV PO04  240.346   35.441  -10.7   13.6    3.0    2.0 -0.5400    0.3    0.0  -11.1   13.7   -3.9    7.2  -11.9    7.7    0.0    0.0    4.7   -1.2    4.9    3.2    1.5
*GLOC     WUSC NOAM PO01  244.753   32.840    1.5   -1.7    1.7    1.6  0.0190    0.7   -0.1    0.8   -1.6   -3.3    2.7    0.0    0.0    0.0    0.0    4.1   -4.4    6.0    1.6    3.7
*GLOC_GPS CMM3 NOAM PO01  244.754   32.840   -3.4   -0.8    0.9    0.9 -0.0680    0.3   -0.1   -3.8   -0.7   -3.3    2.7    0.0    0.0    0.0    0.0   -0.4   -3.5    3.5    0.9    4.0
 GLSN_EDM CMM3 SGAB PO10  241.815   34.387  -22.6   21.7    1.0    1.0  0.0350    0.3    0.0  -23.0   21.8    4.5   -4.3  -29.1   26.5   -0.1   -0.3    1.8   -0.1    1.8    1.0    1.8
 GLSN_GPS CMM3 SGAB PO10  241.815   34.387  -23.7   22.6    1.0    1.0 -0.0360    0.3    0.0  -24.1   22.7    4.5   -4.3  -29.1   26.5   -0.1   -0.3    0.7    0.8    1.0    1.0    1.1
 GNIE_EDM CMM3 SNEV PO04  241.297   34.959  -14.6   15.9    1.0    1.2  0.0640    0.3    0.0  -14.9   16.0   -1.8    9.1  -12.2    7.3    0.0    0.0   -1.0   -0.4    1.0    1.1    1.0
 GO42_EDM CMM3 GVTB PO03  239.650   35.831  -15.9   21.5    0.8    0.9 -0.0290    0.3    0.0  -16.3   21.5   -5.8   10.4  -11.6   10.0    1.3    0.0   -0.3    1.0    1.0    0.9    1.2
 GO42_GPS CMM3 GVTB PO03  239.650   35.831  -14.5   21.6    0.9    0.9 -0.0510    0.3    0.0  -14.9   21.6   -5.8   10.4  -11.6   10.0    1.3    0.0    1.2    1.1    1.6    0.9    1.8
 GODE     ITRF NOAM PO01  283.173   39.022  -14.4    2.8    0.5    0.5  0.1862  -14.9    2.3    0.5    0.5    0.0    0.0    0.0    0.0    0.0    0.0    0.5    0.5    0.7    0.5    1.3
 GODE     RB03 NOAM PO01  283.173   39.022    0.3    0.5    0.5    0.5 -0.0477    0.1    0.1    0.2    0.5    0.0    0.0    0.0    0.0    0.0    0.0    0.2    0.5    0.5    0.5    1.1
